Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
충남,상추,여름,관행,N,4.51,41.1,0.4,14.2,55.5,86.4,6.68,88,2018,0
충남,토마토,봄,관행,Y,2.81,37.5,0.56,22.6,69.9,82.0,7.99,231,2019,0
전북,고추,겨울,관행,N,2.75,21.9,1.05,17.9,61.3,115.8,6.53,176,2020,0
전남,사과,여름,관행,Y,4.27,21.7,0.83,25.5,53.0,85.0,6.58,137,2018,0
경남,포도,봄,유기,N,0.95,32.1,0.98,25.2,41.6,69.3,5.06,183,2018,0
전북,사과,여름,관행,N,0.57,49.9,1.02,24.2,51.1,99.8,6.77,141,2022,0
제주,감귤,봄,유기,N,1.0,49.5,1.23,22.7,65.3,47.7,5.91,255,2020,0
경남,포도,봄,관행,N,0.45,21.9,1.65,19.1,64.2,83.4,6.38,286,2019,0
전남,고추,봄,유기,Y,4.39,46.0,0.9,26.0,47.3,73.8,5.24,134,2023,0
전남,고추,봄,관행,N,2.37,24.6,1.44,24.4,68.3,52.4,7.47,163,2022,0
제주,사과,가을,유기,Y,1.43,35.3,0.46,19.0,88.1,74.7,5.58,142,2018,0
경기,사과,가을,유기,Y,2.38,26.1,0.0,14.9,55.7,51.5,6.57,338,2022,0
경기,토마토,여름,관행,N,1.8,21.4,0.57,24.2,72.9,117.2,5.66,152,2023,0
충남,사과,여름,유기,Y,2.55,7.9,2.74,26.7,61.9,14.3,6.18,241,2019,1
경기,포도,여름,유기,Y,1.19,35.5,0.57,19.3,63.9,97.2,6.15,195,2021,0
전남,포도,봄,관행,Y,1.75,59.7,0.65,11.6,66.3,114.4,6.14,192,2023,0
경북,상추,여름,관행,N,3.95,0.0,1.29,29.3,84.0,8.2,6.61,169,2019,1
경기,고추,여름,관행,Y,1.89,33.9,0.58,23.4,75.0,68.5,6.32,166,2021,0
강원,포도,봄,관행,N,1.29,46.2,0.76,15.5,59.1,88.6,5.7,127,2022,0
전남,토마토,여름,관행,N,1.1,33.6,0.62,24.4,60.6,55.3,6.41,250,2021,0
전북,사과,가을,관행,Y,3.87,19.4,0.65,19.1,57.7,73.4,6.58,127,2018,0
경남,상추,가을,유기,N,1.46,24.5,0.35,27.3,69.3,88.1,7.16,183,2021,0
경북,토마토,겨울,유기,Y,2.32,26.7,1.06,14.5,75.6,48.1,5.82,233,2023,0
강원,사과,가을,유기,N,4.07,37.8,0.78,20.7,70.4,24.3,6.26,222,2023,0
전북,포도,겨울,유기,N,1.35,20.1,0.44,11.0,67.5,103.8,6.37,148,2021,0
제주,상추,봄,관행,N,6.46,28.8,0.35,26.0,65.8,77.5,6.24,128,2019,0
강원,포도,가을,관행,N,0.74,36.7,0.76,22.7,50.1,94.4,5.69,200,2022,0
충남,감귤,봄,유기,Y,2.34,40.3,0.6,25.2,75.4,107.0,6.46,162,2018,0
충남,감귤,여름,유기,Y,2.68,42.0,0.34,20.6,65.7,68.2,6.34,114,2021,0
제주,사과,여름,유기,Y,1.04,30.8,0.67,27.5,42.3,56.0,6.97,123,2021,0
경남,사과,가을,유기,Y,0.45,57.7,1.38,29.9,68.7,40.9,6.31,174,2022,0
강원,토마토,겨울,유기,N,4.22,22.6,0.99,15.4,75.3,89.0,6.44,218,2020,0
충북,포도,여름,유기,Y,1.65,15.2,0.76,23.8,63.9,101.7,6.52,133,2019,0
전북,사과,봄,유기,N,2.42,42.9,0.84,29.0,81.3,31.4,6.42,114,2018,0
경기,사과,겨울,유기,N,0.82,46.6,0.53,25.6,56.7,76.0,5.18,71,2023,0
전북,사과,가을,유기,Y,0.34,35.8,0.61,25.4,53.4,93.6,6.82,295,2023,0
경북,배추,겨울,유기,N,2.78,39.7,0.58,20.7,57.9,105.2,5.95,188,2020,0
전북,배추,겨울,관행,N,1.26,49.8,1.38,21.3,59.7,79.4,6.59,258,2023,0
제주,배추,겨울,관행,N,0.35,16.3,1.37,26.6,64.2,27.0,6.39,264,2019,0
충남,사과,가을,관행,N,1.49,22.3,0.99,24.2,77.9,42.8,5.59,292,2018,0
충남,토마토,봄,관행,Y,2.21,2.2,3.25,30.2,62.3,0.0,5.0,184,2023,1
전남,포도,여름,관행,N,0.75,34.3,1.21,21.7,68.8,64.8,5.99,187,2022,0
경북,사과,봄,관행,N,0.4,38.1,0.85,11.8,66.3,112.7,5.42,207,2018,0
전남,감귤,여름,관행,N,1.38,40.4,1.3,18.1,58.0,63.8,6.45,308,2019,0
경기,감귤,봄,관행,N,3.58,43.2,1.54,22.5,73.8,111.7,7.32,248,2023,0
경기,상추,겨울,유기,N,3.63,28.7,0.94,13.3,71.2,62.8,6.53,132,2023,0
제주,상추,가을,유기,N,4.81,23.1,1.03,20.3,94.2,130.8,5.15,130,2019,0
제주,배추,가을,관행,Y,3.19,36.1,1.43,25.4,56.7,117.8,5.69,146,2020,0
전남,사과,봄,관행,N,2.22,32.0,0.97,14.2,56.6,94.3,6.33,200,2018,0
경남,배추,겨울,관행,Y,2.12,36.2,0.75,25.4,48.7,65.4,5.7,141,2022,0
충북,포도,겨울,관행,N,0.94,31.6,1.19,20.5,78.1,85.2,6.61,268,2020,0
강원,포도,겨울,유기,N,1.01,41.3,1.03,20.5,51.8,93.6,6.52,284,2020,0
강원,사과,겨울,관행,N,0.98,18.4,0.89,27.1,60.2,103.9,6.23,342,2023,0
강원,상추,여름,유기,Y,0.84,27.8,0.63,17.5,64.1,88.1,4.96,192,2023,0
경북,감귤,겨울,유기,N,0.48,21.6,0.94,15.3,82.0,65.4,7.03,228,2021,0
강원,상추,여름,관행,N,1.24,20.9,1.24,19.7,41.7,91.2,6.12,193,2018,0
강원,토마토,봄,관행,Y,1.58,31.2,1.16,17.8,53.7,63.5,6.71,215,2019,0
경남,배추,가을,관행,Y,1.75,39.8,0.36,17.9,62.2,60.6,6.11,157,2021,0
충북,포도,여름,관행,Y,0.75,46.6,0.83,14.7,33.1,80.7,6.77,55,2018,0
강원,사과,봄,관행,N,0.68,32.4,1.45,16.0,57.1,56.2,5.92,171,2022,0
경북,고추,여름,관행,Y,3.54,42.3,0.31,24.3,64.1,71.2,5.6,201,2022,0
제주,배추,가을,유기,Y,1.03,24.7,0.67,19.4,50.4,71.9,6.82,164,2021,0
경기,배추,겨울,관행,Y,0.27,38.4,0.89,27.5,81.2,96.7,6.87,209,2022,0
강원,고추,여름,유기,N,1.78,21.1,0.91,23.3,61.7,77.7,6.5,202,2018,0
제주,고추,가을,유기,Y,2.04,33.6,1.34,25.8,73.4,52.3,6.72,312,2020,0
전남,포도,겨울,유기,N,0.97,38.3,0.5,26.0,69.2,96.3,6.61,227,2020,0
경기,배추,봄,유기,Y,0.94,20.7,0.26,16.5,79.7,91.3,7.04,137,2021,0
강원,사과,가을,유기,N,1.44,25.6,0.82,15.2,72.3,79.7,6.98,246,2020,0
강원,감귤,여름,유기,Y,2.82,34.7,1.03,28.6,66.5,68.0,6.1,180,2020,0
경남,고추,여름,관행,N,0.91,25.9,0.88,25.6,47.6,146.6,5.89,181,2018,0
전남,포도,겨울,유기,N,3.28,28.4,0.76,15.7,42.1,110.1,6.63,211,2021,0
경기,배추,여름,유기,N,1.29,28.6,1.18,25.0,65.9,54.0,6.07,242,2023,0
전북,사과,여름,유기,N,6.72,37.0,0.81,17.6,30.0,54.9,5.86,122,2020,0
전북,포도,봄,관행,Y,1.46,19.8,1.1,30.0,58.9,96.0,5.7,197,2018,0
제주,상추,여름,유기,N,4.17,33.6,1.46,27.4,79.7,85.7,7.11,176,2021,0
경기,배추,여름,유기,Y,0.45,9.5,0.89,17.6,64.6,45.6,6.25,161,2022,0
경기,토마토,여름,관행,Y,1.42,23.1,1.06,22.0,57.8,97.2,6.21,139,2022,0
충북,고추,봄,관행,Y,4.45,42.2,1.11,26.7,89.7,120.9,7.61,219,2022,0
경남,배추,여름,관행,Y,1.57,29.4,0.68,21.6,57.8,114.4,6.29,156,2023,0
전북,포도,겨울,관행,Y,1.45,18.0,0.39,23.9,56.6,75.0,5.14,180,2018,0
제주,배추,겨울,관행,Y,1.65,32.3,0.87,18.5,69.4,37.5,6.36,115,2018,0
전남,사과,겨울,관행,Y,2.63,22.7,0.61,25.5,64.2,79.1,6.49,83,2023,0
충북,고추,가을,유기,N,2.29,7.3,3.05,20.5,78.4,48.1,6.43,202,2019,1
강원,배추,여름,유기,N,1.48,26.7,0.98,25.9,61.0,73.4,6.84,214,2022,0
강원,고추,가을,관행,N,6.75,43.2,0.84,17.5,48.8,94.7,6.12,332,2019,0
경북,사과,봄,유기,Y,0.63,11.3,0.72,20.2,72.1,19.3,6.16,228,2018,2
경기,포도,겨울,관행,Y,0.42,30.3,0.48,15.0,60.0,91.6,6.78,303,2019,0
경남,배추,겨울,유기,Y,3.19,42.0,0.63,25.4,33.0,62.1,6.67,161,2022,0
전북,포도,겨울,관행,N,1.19,1.1,3.03,29.6,77.1,29.8,5.16,258,2021,1
전북,토마토,봄,유기,Y,1.38,45.3,0.21,27.0,57.0,134.3,6.89,123,2018,0
충남,토마토,겨울,유기,Y,0.83,36.4,0.59,22.6,67.7,87.3,4.5,250,2021,0
제주,토마토,겨울,유기,N,2.81,44.9,0.45,29.4,71.6,58.1,6.51,266,2020,0
충남,사과,봄,유기,Y,1.11,45.2,0.9,29.4,61.9,116.3,5.91,144,2023,0
경남,배추,겨울,관행,N,3.74,23.1,1.69,18.0,66.8,80.0,6.92,229,2021,0
경북,토마토,여름,유기,N,1.77,44.7,1.1,19.4,45.6,105.5,6.29,216,2019,0
강원,포도,봄,유기,N,1.37,38.5,1.37,31.4,47.1,151.4,5.72,195,2022,0
경남,고추,봄,관행,Y,2.26,2.6,1.74,29.2,70.0,20.5,6.76,99,2018,1
경기,상추,겨울,유기,N,1.77,38.0,0.77,20.3,73.2,13.8,6.61,123,2022,0
경남,사과,가을,유기,N,1.59,45.5,0.77,21.4,40.0,96.8,5.78,188,2020,0
전북,토마토,여름,유기,N,1.67,48.7,1.14,21.7,52.0,126.9,5.54,138,2018,0
강원,배추,여름,관행,N,0.91,44.5,1.06,15.2,84.5,102.8,5.68,126,2021,0
충북,배추,봄,관행,N,0.38,19.4,1.1,26.6,68.7,102.5,5.86,162,2023,0
전북,고추,가을,관행,N,0.56,31.6,0.79,22.1,67.2,95.5,6.49,125,2021,0
전북,사과,봄,관행,N,0.99,46.1,1.43,13.2,68.2,84.9,6.47,184,2021,0
경남,사과,가을,관행,Y,1.33,25.4,1.16,21.6,71.1,127.9,6.15,155,2019,0
강원,감귤,겨울,유기,Y,0.81,37.8,0.89,16.4,60.5,28.9,5.39,157,2022,0
전북,사과,봄,유기,Y,1.51,27.1,0.59,17.9,57.2,87.1,5.92,251,2019,0
경기,배추,봄,유기,N,3.4,27.0,0.54,20.0,56.5,87.9,4.99,113,2019,0
경기,포도,가을,관행,N,2.64,11.2,2.63,24.4,62.1,52.7,7.35,214,2020,2
경북,배추,가을,관행,Y,0.66,15.6,1.06,27.7,42.2,40.7,6.24,149,2023,0
경기,사과,겨울,관행,N,3.01,24.1,1.05,21.3,72.2,148.2,6.19,222,2023,0
전남,사과,가을,관행,N,3.5,22.3,0.55,24.4,68.5,121.9,6.4,179,2021,0
강원,사과,겨울,유기,Y,3.65,38.5,0.0,30.8,93.1,67.0,8.15,150,2023,0
충남,고추,겨울,관행,N,1.9,23.8,0.86,13.9,57.3,48.6,5.92,151,2021,0
충북,포도,겨울,유기,Y,2.03,0.8,2.06,33.0,65.9,27.8,5.76,192,2020,1
제주,상추,가을,유기,N,1.9,9.3,1.62,26.7,71.5,24.8,7.04,167,2022,1
전북,포도,겨울,관행,Y,3.19,9.3,1.76,19.8,64.1,60.5,7.02,241,2022,2
경기,포도,겨울,유기,Y,1.28,15.8,0.92,15.9,91.3,92.7,5.4,186,2019,0
전남,상추,봄,유기,Y,1.77,40.2,0.63,31.6,62.1,75.9,6.96,145,2018,0
강원,포도,봄,관행,N,2.08,33.7,0.66,27.2,62.3,76.4,6.61,218,2019,0
충남,토마토,여름,관행,Y,0.83,31.4,0.25,19.4,76.0,0.0,6.82,264,2019,0
제주,상추,봄,유기,N,4.22,41.3,0.49,26.6,74.1,99.0,5.62,163,2022,0
경남,사과,여름,유기,Y,2.16,6.2,1.44,36.1,72.6,11.9,5.87,222,2023,1
제주,감귤,겨울,유기,Y,6.4,21.1,1.08,16.6,57.0,76.9,5.2,209,2023,0
경남,상추,가을,유기,Y,0.93,32.5,1.17,16.4,71.8,56.1,6.51,283,2022,0
전남,배추,봄,관행,Y,0.5,34.9,1.2,19.6,77.1,125.3,6.64,218,2022,0
경기,포도,봄,유기,N,1.97,47.3,0.32,20.3,75.5,104.1,6.53,152,2023,0
경기,감귤,여름,유기,N,0.34,30.0,1.57,23.9,70.8,132.1,6.47,281,2022,0
경남,포도,겨울,유기,Y,0.44,25.1,1.16,26.2,68.1,59.8,6.72,334,2022,0
경남,사과,겨울,관행,Y,2.09,47.0,1.1,23.0,98.7,95.5,5.6,307,2019,0
충남,감귤,봄,유기,Y,1.35,8.4,2.83,32.6,77.0,19.6,5.85,251,2018,1
강원,고추,봄,관행,Y,1.84,24.1,0.93,20.4,54.9,73.4,5.93,234,2023,0
제주,감귤,겨울,유기,Y,4.37,12.7,0.51,29.1,59.6,74.0,6.34,183,2020,0
경기,고추,가을,유기,N,0.54,45.4,0.82,29.5,43.6,113.4,6.05,238,2021,0
전남,상추,겨울,관행,Y,1.54,45.8,0.08,25.1,61.4,35.6,5.3,180,2019,0
강원,감귤,가을,관행,Y,1.39,39.0,0.57,11.4,74.4,129.0,5.61,243,2018,0
충남,배추,여름,유기,N,2.82,28.2,0.77,17.6,56.6,131.7,5.52,245,2018,0
제주,포도,여름,관행,N,3.32,24.3,0.57,23.4,60.8,135.8,6.52,289,2018,0
경남,사과,겨울,관행,Y,0.84,15.2,1.74,26.4,78.1,39.3,6.15,194,2021,2
전남,상추,겨울,관행,Y,0.24,33.1,1.05,21.2,54.3,70.5,6.51,221,2021,0
경남,사과,겨울,유기,N,1.09,44.6,1.47,12.1,58.7,59.9,6.38,117,2019,0
경남,사과,가을,관행,Y,2.71,14.6,0.51,29.1,76.0,44.4,6.19,141,2023,2
경기,포도,가을,유기,N,1.6,7.8,2.36,34.3,86.5,11.3,6.41,116,2023,1
경북,상추,가을,관행,Y,0.86,28.0,0.6,33.9,67.6,45.7,6.8,181,2020,0
충남,감귤,여름,관행,Y,2.45,45.9,1.0,22.3,77.3,63.2,5.25,161,2023,0
경기,토마토,여름,관행,N,3.22,6.7,1.18,29.5,65.6,79.1,6.51,125,2020,0
충북,사과,가을,유기,Y,1.65,51.2,0.88,21.2,57.7,60.0,6.7,196,2021,0
전남,감귤,겨울,관행,Y,1.86,26.6,0.94,13.9,66.3,91.6,5.25,127,2022,0
전남,배추,여름,유기,Y,1.29,44.6,0.46,10.0,57.6,49.1,5.68,221,2023,0
전북,사과,겨울,유기,Y,4.62,10.6,1.4,26.6,74.5,67.3,6.83,252,2022,2
경기,배추,겨울,유기,Y,1.9,9.1,0.97,14.9,64.8,62.3,6.02,170,2019,2
경기,토마토,봄,유기,N,2.48,36.9,0.87,26.9,61.3,98.3,5.92,99,2021,0
제주,포도,가을,관행,Y,1.86,41.4,0.11,16.9,69.8,92.3,6.57,127,2023,0
경북,상추,여름,유기,N,0.3,24.5,0.85,34.2,58.5,88.6,6.13,94,2019,0
강원,감귤,봄,유기,N,2.42,50.8,0.49,22.1,62.1,69.6,6.82,199,2021,0
경기,토마토,가을,관행,N,0.73,20.2,1.15,26.0,62.1,67.7,6.84,157,2020,0
전북,감귤,가을,관행,Y,1.91,28.4,1.22,20.2,38.1,74.0,5.8,234,2021,0
강원,사과,가을,유기,Y,1.89,41.1,1.04,25.9,61.1,96.6,6.24,268,2022,0
강원,포도,겨울,관행,N,2.57,60.0,0.84,24.4,67.3,113.7,6.19,230,2022,0
제주,포도,겨울,유기,N,2.99,47.2,0.93,22.2,62.7,124.9,6.37,194,2022,0
충남,감귤,가을,관행,Y,1.24,24.9,1.0,14.0,66.9,19.2,5.56,265,2019,0
충남,사과,가을,유기,N,3.66,28.7,0.55,21.9,57.1,107.6,6.53,209,2018,0
강원,사과,가을,유기,N,4.23,41.5,0.63,15.2,72.3,94.2,7.11,363,2019,0
강원,감귤,봄,유기,Y,0.98,38.7,0.97,23.0,73.9,75.8,5.09,126,2020,0
전남,고추,봄,유기,Y,0.79,47.6,0.29,23.4,58.6,74.2,5.59,241,2022,0
충북,사과,여름,유기,N,0.33,47.0,1.33,25.7,80.4,43.7,5.78,141,2018,0
경남,포도,여름,유기,N,0.76,17.9,1.22,33.0,64.9,68.4,6.31,305,2018,2
경기,토마토,겨울,관행,N,2.34,28.1,0.45,31.5,68.2,22.6,6.03,237,2023,0
강원,고추,겨울,관행,N,2.23,43.1,1.09,18.8,60.6,64.5,7.15,240,2022,0
전북,상추,가을,관행,Y,0.73,20.6,0.51,25.3,79.7,152.7,6.92,158,2020,0
전남,배추,가을,관행,N,3.3,30.0,0.72,18.0,49.7,67.3,5.9,215,2023,0
충북,배추,봄,유기,N,0.67,40.1,0.74,25.4,73.3,53.9,7.58,157,2019,0
전북,상추,가을,유기,Y,1.68,36.1,1.25,19.4,71.3,60.0,6.4,99,2021,0
전북,감귤,가을,관행,N,1.93,37.4,0.97,22.2,57.1,65.3,5.8,244,2023,0
전남,고추,가을,관행,Y,1.84,51.6,1.2,31.5,59.5,136.1,4.85,176,2022,0
경기,상추,가을,관행,N,1.41,22.4,0.16,20.8,74.5,78.4,5.96,211,2021,0
전남,감귤,겨울,관행,N,2.14,46.5,0.56,27.5,77.1,91.9,6.51,255,2021,0
충남,고추,여름,유기,N,3.38,33.4,1.1,24.8,63.5,79.8,5.9,323,2022,0
전남,사과,겨울,유기,N,2.82,23.6,0.89,20.5,68.3,20.2,6.08,139,2018,0
경북,포도,여름,유기,Y,2.78,27.9,0.72,26.1,68.3,46.8,5.74,277,2022,0
경북,감귤,봄,관행,N,6.62,4.3,1.74,26.5,81.8,13.3,5.35,168,2020,1
전남,감귤,봄,관행,Y,2.61,57.7,1.56,21.4,63.4,107.0,6.23,212,2020,0
충남,배추,봄,관행,N,3.64,1.0,2.11,30.9,79.2,16.8,6.15,243,2023,1
충북,배추,가을,유기,N,1.04,43.3,1.09,26.5,36.5,75.8,6.42,128,2023,0
경북,포도,봄,유기,Y,0.6,36.2,0.18,17.1,71.3,64.2,5.78,246,2018,0
전남,고추,여름,유기,Y,0.15,51.6,0.88,11.3,59.8,97.1,6.47,112,2021,0
경기,상추,여름,관행,Y,0.22,36.4,0.87,23.5,49.5,42.3,6.46,120,2022,0
경기,토마토,겨울,관행,N,2.04,26.9,0.98,10.2,75.9,31.6,7.07,194,2023,0
강원,사과,봄,유기,N,1.55,36.0,1.75,18.2,77.9,70.2,5.98,272,2018,0
경기,토마토,여름,관행,N,1.13,42.3,0.98,15.3,61.3,74.6,6.05,287,2020,0
전남,사과,겨울,유기,N,2.87,20.9,0.79,19.7,83.9,83.8,7.63,130,2023,0
충남,사과,가을,유기,Y,2.22,34.0,0.48,32.3,78.3,83.6,6.66,223,2021,0
경남,사과,가을,유기,N,5.08,27.0,0.84,19.1,63.4,61.7,5.47,91,2018,0
경기,배추,여름,관행,Y,4.39,11.3,2.03,29.3,47.0,62.0,5.71,191,2018,2
전남,포도,가을,관행,Y,1.39,25.4,0.12,18.4,92.9,50.5,5.33,251,2019,0
경남,사과,가을,유기,N,4.45,42.1,0.64,19.6,46.5,123.6,7.81,266,2023,0
경북,고추,여름,유기,N,1.4,43.2,0.64,24.3,58.4,112.0,6.28,195,2020,0
강원,토마토,겨울,관행,N,1.14,41.3,0.35,25.2,61.8,76.1,6.21,242,2023,0
강원,상추,겨울,유기,Y,1.7,35.4,0.67,26.4,85.9,81.6,7.22,246,2022,0
전남,포도,여름,유기,Y,3.14,40.1,0.75,27.7,70.2,80.7,5.81,233,2021,0
경남,배추,겨울,관행,N,2.67,36.8,1.27,7.2,59.9,85.6,5.94,197,2020,0
경남,사과,겨울,유기,N,1.17,36.7,0.7,20.7,71.9,105.2,6.16,163,2022,0
충북,토마토,여름,관행,Y,2.97,4.7,3.23,32.3,72.4,19.6,6.17,192,2019,1
전남,포도,여름,관행,N,2.28,29.0,0.82,15.8,69.2,128.3,6.39,156,2021,0
전남,상추,겨울,유기,Y,2.29,33.2,0.56,21.9,59.6,136.9,6.69,313,2023,0
충남,포도,봄,관행,N,1.05,34.0,1.02,20.8,76.4,69.6,7.09,274,2018,0
전북,토마토,봄,관행,Y,3.15,36.0,0.4,20.4,74.7,102.7,6.36,150,2021,0
전남,토마토,여름,유기,Y,1.54,42.0,0.89,17.9,60.7,82.0,6.7,240,2021,0
경북,고추,봄,관행,Y,0.88,47.9,0.78,20.6,58.6,80.6,6.25,170,2019,0
경기,배추,겨울,관행,N,1.78,8.9,0.92,29.3,84.7,0.0,4.8,69,2019,1
제주,배추,겨울,유기,N,2.84,40.1,1.77,24.5,53.3,129.9,6.66,251,2019,0
경기,감귤,여름,관행,Y,0.41,2.1,1.94,24.2,62.5,4.6,5.76,167,2018,1
전북,토마토,여름,유기,Y,1.39,19.9,0.97,23.6,59.6,107.5,5.07,222,2019,0
충남,고추,여름,관행,Y,1.67,22.1,0.52,16.6,51.7,63.4,6.56,255,2023,0
충북,토마토,봄,유기,N,2.39,34.7,0.46,17.1,56.6,89.3,6.67,130,2018,0
충남,사과,가을,관행,Y,1.9,34.1,1.09,20.4,63.8,106.0,5.57,121,2020,0
경남,포도,가을,관행,Y,1.19,38.5,1.2,24.6,73.9,67.9,6.53,235,2018,0
경북,상추,봄,유기,Y,2.33,49.5,0.75,28.6,64.5,77.5,5.85,200,2022,0
전북,포도,여름,관행,N,1.74,25.1,1.86,18.6,59.6,53.9,5.67,109,2023,0
충남,사과,가을,관행,N,1.43,40.2,0.88,19.9,57.0,152.0,6.26,250,2023,0
전북,포도,가을,관행,N,3.63,31.5,0.2,19.6,53.3,123.7,6.33,250,2023,0
경북,고추,여름,유기,Y,0.84,46.8,1.75,23.2,43.9,92.2,7.62,136,2019,0
제주,상추,여름,관행,Y,6.87,25.2,0.91,26.4,59.0,21.2,5.81,256,2019,0
전남,토마토,겨울,관행,N,0.83,43.1,1.11,17.4,54.4,102.4,6.73,281,2022,0
충남,토마토,봄,유기,N,1.31,34.0,1.09,20.7,79.7,76.3,6.01,247,2021,0
제주,토마토,여름,유기,N,6.1,46.6,1.6,18.3,53.7,72.9,6.64,209,2023,0
경북,사과,봄,관행,N,2.33,26.0,1.19,16.9,95.5,68.3,8.05,354,2018,0
경남,상추,가을,관행,Y,0.72,27.6,0.64,21.2,81.4,111.2,6.14,271,2018,0
강원,배추,겨울,관행,Y,2.33,27.7,0.82,15.5,70.4,89.2,6.43,187,2020,0
충남,감귤,봄,유기,Y,4.55,24.7,1.05,27.4,65.7,47.2,5.96,164,2021,0
제주,고추,봄,관행,Y,1.72,25.6,0.51,24.6,49.2,1.2,5.99,191,2022,0
전북,고추,겨울,관행,N,1.68,20.4,2.33,23.5,74.3,46.0,6.82,271,2023,2
전남,고추,봄,관행,Y,0.49,5.8,1.02,23.9,77.8,21.6,6.71,188,2022,2
경남,토마토,겨울,유기,Y,1.96,23.1,1.45,21.2,64.4,28.7,5.31,244,2019,2
제주,포도,가을,유기,N,0.16,30.1,1.16,22.1,62.7,88.9,6.66,240,2020,0
제주,포도,가을,유기,Y,0.5,30.3,0.38,23.9,76.5,137.8,6.29,139,2023,0
전북,포도,여름,유기,Y,1.66,31.0,1.11,25.4,54.5,61.0,5.81,96,2019,0
충남,상추,봄,관행,N,0.22,29.2,0.11,20.8,70.7,70.8,7.3,319,2020,0
강원,감귤,봄,유기,N,4.31,35.8,1.15,21.7,65.3,106.7,6.06,139,2019,0
제주,배추,가을,관행,N,4.7,37.0,0.9,25.5,84.1,66.7,5.77,255,2019,0
제주,토마토,가을,유기,Y,1.78,55.0,1.23,27.2,93.7,89.3,4.52,192,2023,0
경북,고추,여름,관행,Y,1.52,20.4,1.01,24.5,90.9,66.1,6.9,252,2023,2
충남,사과,겨울,유기,N,0.81,51.9,0.89,21.7,63.2,70.1,6.79,184,2021,0
전남,토마토,가을,관행,Y,0.65,2.9,1.75,20.5,99.6,19.0,5.7,304,2019,1
제주,배추,겨울,관행,N,2.47,44.3,0.12,23.0,51.0,70.8,6.55,269,2022,0
강원,고추,가을,유기,Y,1.26,49.5,0.32,20.3,75.3,93.0,5.47,120,2020,0
경북,사과,여름,관행,N,0.06,29.4,1.23,19.9,67.9,135.5,6.43,237,2020,0
경북,배추,가을,유기,Y,0.96,38.8,0.8,24.6,72.1,102.6,5.67,245,2020,0
제주,상추,겨울,관행,N,0.65,28.9,0.0,21.0,32.1,142.3,7.46,268,2020,0
경기,배추,가을,유기,N,2.06,34.6,0.65,21.0,69.8,64.4,4.99,191,2018,0
충북,배추,봄,관행,N,1.4,46.8,0.82,26.4,55.2,96.1,5.73,195,2021,0
경북,고추,봄,관행,N,0.74,39.3,0.91,21.4,70.7,74.1,5.86,50,2019,0
전남,배추,가을,관행,N,3.07,20.5,0.37,23.6,66.0,0.0,6.58,148,2019,0
전남,사과,겨울,유기,N,4.2,46.1,0.36,18.2,81.8,121.9,6.69,59,2019,0
전북,사과,여름,관행,Y,0.1,43.9,0.66,25.4,68.2,44.9,6.29,270,2022,0
경남,상추,가을,관행,N,0.67,34.2,0.83,20.3,56.1,144.0,6.23,182,2022,0
경기,포도,가을,관행,N,0.24,42.7,0.94,25.3,71.8,47.7,6.55,191,2019,0
전북,상추,가을,유기,N,1.97,30.1,0.36,20.1,65.8,52.6,6.05,198,2020,0
강원,토마토,여름,유기,N,1.96,7.4,1.18,29.1,74.8,21.3,6.44,254,2020,1
제주,상추,여름,관행,Y,3.58,35.4,0.79,24.2,58.4,137.4,4.5,233,2023,0
경북,사과,겨울,관행,N,1.9,55.4,0.49,31.2,78.5,88.1,5.38,166,2022,0
경남,배추,겨울,유기,N,2.44,37.5,1.27,21.3,55.4,66.2,6.07,192,2022,0
전북,고추,가을,유기,N,1.24,34.7,0.38,23.0,60.0,61.1,5.26,251,2022,0
충북,포도,봄,유기,N,1.15,38.0,0.0,24.4,71.4,88.6,7.22,168,2018,0
전남,상추,여름,유기,Y,1.07,32.7,0.85,26.6,38.4,72.3,6.14,228,2022,0
전남,배추,가을,관행,Y,0.29,28.2,0.56,23.4,60.2,66.6,6.2,160,2020,0
충북,감귤,겨울,관행,Y,3.38,40.6,0.49,19.2,58.5,115.0,5.85,240,2023,0
충남,고추,가을,관행,Y,0.71,28.7,1.25,19.9,56.0,51.3,5.94,220,2020,0
충북,배추,가을,관행,Y,1.04,23.0,0.5,31.8,60.2,68.0,5.85,130,2021,0
경남,포도,가을,관행,Y,2.32,44.8,1.05,21.0,65.6,81.6,6.95,215,2022,0
제주,배추,여름,관행,Y,1.34,32.9,0.5,18.6,69.3,32.5,6.01,232,2019,0
충북,감귤,겨울,관행,N,2.35,47.7,0.48,22.3,85.9,73.1,5.9,242,2021,0
경기,포도,여름,관행,Y,3.38,28.9,0.46,21.7,74.3,75.5,6.16,119,2020,0
전남,토마토,가을,유기,N,1.34,41.8,0.4,21.2,85.3,45.6,6.13,130,2021,0
충북,감귤,봄,관행,Y,1.02,30.2,0.1,29.0,76.7,54.9,6.6,75,2019,0
경북,배추,겨울,관행,Y,3.48,37.5,0.73,25.7,77.8,51.8,8.17,219,2023,0
충북,사과,여름,유기,N,3.83,23.1,0.48,16.0,82.9,76.8,5.5,262,2018,0
충남,고추,가을,유기,N,0.49,25.3,0.91,27.0,88.0,55.1,6.77,237,2021,0
