Play_Time,Win_Rate,Avg_Score,Missions_Completed,Items_Collected,Purchase_Amount,Guild_Member,Play_Days,Rank_Points,Event_Participation,Game_Level
52.96,0.631,6892,242,551,45.6,Y,149,1635,20,1
144.88,0.291,5887,210,146,69.97,N,278,2309,4,1
154.72,0.828,6755,51,250,88.91,Y,232,1434,26,1
125.28,0.309,3483,53,446,67.61,Y,238,386,4,0
133.18,0.837,4443,11,254,76.88,N,264,3082,21,1
104.48,0.351,3136,285,691,167.0,Y,122,1579,5,0
208.7,0.896,3942,133,372,43.14,N,114,900,19,1
65.96,0.623,6878,198,835,286.71,Y,14,2187,31,2
84.76,0.259,7231,49,276,90.9,Y,313,2722,12,1
120.66,0.246,3278,73,501,64.81,Y,104,1379,24,0
172.74,0.252,4313,164,717,42.24,Y,247,1440,10,1
30.16,0.613,4886,66,214,45.41,Y,251,1643,11,1
41.38,0.767,5878,185,763,82.75,Y,258,833,7,1
10.0,0.482,2360,277,589,90.43,Y,315,1086,6,1
121.96,0.511,2595,95,651,63.01,N,317,2569,14,1
52.9,0.613,5734,184,459,25.27,Y,5,1421,4,1
96.93,0.573,2076,275,935,82.76,N,307,997,35,1
159.68,0.682,4330,268,774,46.13,N,79,1229,29,1
81.51,0.53,5243,7,200,15.41,Y,237,2144,8,0
133.88,0.7,5623,37,560,127.31,Y,247,314,35,1
102.04,0.898,4787,295,904,18.02,N,24,1653,14,1
160.33,0.445,4451,277,286,60.88,N,107,2977,21,1
148.51,0.209,6267,99,541,75.29,Y,332,2719,27,1
78.48,0.288,5428,158,756,192.78,N,56,1844,30,1
109.88,0.587,4029,173,280,16.3,Y,88,2290,0,0
182.62,0.441,5057,202,522,137.04,Y,34,2284,11,1
143.6,0.858,5575,226,557,152.16,Y,65,1424,13,1
36.18,0.639,7577,114,185,232.48,Y,234,2055,23,1
159.34,0.564,6179,267,185,172.3,Y,307,2573,34,1
54.92,0.759,6822,22,567,77.2,Y,219,742,17,1
204.75,0.381,4084,14,186,141.3,Y,107,1846,18,0
181.45,0.774,4214,287,948,199.1,N,314,1717,3,1
137.39,0.202,4647,57,528,12.09,Y,137,1562,21,0
129.43,0.634,4785,298,708,25.05,N,118,1509,19,0
107.46,0.854,3488,89,402,97.36,N,186,1639,25,1
160.71,0.752,6899,112,305,150.97,Y,54,1689,33,1
97.75,0.798,6325,13,491,124.11,Y,133,2171,22,1
134.13,0.478,4541,283,713,103.81,Y,292,1786,2,1
172.32,0.777,5963,110,403,230.31,N,223,1393,32,1
86.29,0.586,5334,54,289,62.91,Y,360,996,19,0
83.03,0.633,6080,147,152,44.53,Y,284,1217,19,1
48.34,0.241,2984,50,547,53.65,N,134,1657,34,1
56.13,0.341,4782,237,682,98.85,Y,281,1076,23,1
10.3,0.586,4913,26,531,75.0,Y,316,2068,31,1
163.79,0.241,5935,152,262,156.85,N,232,1758,35,1
228.53,0.719,4057,120,254,46.67,N,279,2186,19,1
205.52,0.788,1250,15,383,108.29,Y,186,1117,39,1
22.43,0.844,3377,20,354,141.65,Y,333,1001,6,0
163.49,0.271,4908,158,211,199.01,Y,90,2182,34,1
205.33,0.858,5096,121,942,29.54,Y,157,1578,33,2
92.59,0.247,7526,43,336,52.8,Y,96,1378,3,0
126.09,0.532,5874,45,258,70.85,Y,41,1919,6,0
10.0,0.788,5122,242,610,21.85,N,226,1897,1,1
136.0,0.249,4951,220,803,103.21,N,47,747,11,1
56.19,0.213,6656,184,470,102.06,N,86,2331,39,1
131.98,0.217,4115,250,670,95.78,N,279,1254,4,1
26.33,0.558,4790,25,104,67.54,Y,91,2520,1,0
152.57,0.768,3366,207,537,184.47,Y,315,700,18,2
181.47,0.289,7128,226,75,53.91,Y,22,1690,14,1
73.01,0.287,5589,64,146,173.1,Y,169,1389,25,0
51.78,0.598,3939,163,596,52.93,Y,29,315,24,1
10.0,0.364,4828,231,212,28.79,N,26,1895,33,0
104.02,0.711,5764,183,46,77.7,Y,289,346,16,1
85.1,0.865,4624,78,187,89.04,Y,29,1325,18,0
26.94,0.736,4198,201,775,109.54,Y,326,2163,0,1
147.18,0.814,4019,229,590,8.13,N,220,1182,38,1
93.0,0.564,5508,7,387,61.96,N,178,958,8,0
55.46,0.783,4463,172,973,273.2,Y,335,1980,23,1
86.73,0.328,4319,153,391,49.76,Y,144,1350,35,0
184.28,0.248,2996,113,878,152.43,N,148,1257,24,1
156.18,0.659,5116,18,351,457.29,Y,152,2265,25,1
112.2,0.236,4728,29,34,306.48,N,239,800,7,0
157.15,0.825,4518,226,119,33.02,N,310,1224,28,1
50.35,0.684,5298,249,280,143.7,N,200,2020,7,1
121.94,0.867,6122,128,194,149.97,Y,106,761,27,1
128.84,0.42,6052,282,165,128.06,N,325,2565,23,1
91.81,0.54,5829,278,389,28.17,Y,220,1370,19,1
146.13,0.719,4639,201,975,95.22,Y,304,2025,28,0
73.17,0.37,4150,176,208,94.74,Y,160,2023,28,1
150.59,0.579,3434,289,243,24.53,Y,76,1409,8,0
153.11,0.662,4110,184,995,64.78,Y,345,1213,15,2
10.0,0.885,5029,280,209,98.36,N,248,1474,19,1
191.42,0.721,3821,293,831,75.96,N,115,1928,6,1
10.0,0.283,5144,62,624,134.7,Y,310,908,14,1
83.04,0.533,3552,199,928,63.49,N,8,778,1,0
181.52,0.612,2509,220,560,88.12,N,339,2391,17,2
100.96,0.303,6229,246,597,159.21,Y,213,1059,8,2
32.03,0.502,4288,108,233,252.04,N,217,1712,8,0
54.38,0.399,3744,259,579,27.59,N,9,1379,32,1
181.61,0.283,3359,148,673,131.14,N,68,1405,5,1
10.0,0.558,5635,119,986,55.58,Y,264,2358,4,1
187.74,0.316,7062,51,106,110.55,N,205,1449,12,1
116.69,0.613,4395,99,165,25.62,N,50,1286,0,0
48.46,0.319,4677,292,29,187.13,Y,244,1338,34,1
85.01,0.707,6607,216,792,41.97,Y,273,1198,39,2
58.97,0.337,2284,219,91,161.2,Y,103,1098,32,0
171.97,0.827,7950,269,916,29.04,Y,253,1200,31,2
163.95,0.218,8666,83,371,20.68,Y,355,2498,4,1
16.85,0.565,940,200,295,68.85,Y,178,1927,22,1
95.78,0.424,4854,114,975,95.9,N,87,1293,3,0
68.21,0.358,3922,255,723,324.79,N,351,2089,12,1
197.61,0.53,4603,129,551,94.2,Y,333,548,19,1
38.99,0.789,4372,257,890,32.94,Y,169,2325,27,2
216.25,0.841,6218,225,757,143.54,Y,158,2277,11,2
118.0,0.412,4831,232,641,208.45,Y,305,2842,10,1
50.28,0.308,3634,278,328,39.93,N,5,2107,32,1
79.36,0.704,4742,238,986,157.16,Y,117,1762,8,1
71.9,0.607,5772,99,722,190.97,N,200,2275,19,1
43.52,0.341,3224,158,946,145.96,Y,240,1125,11,1
125.69,0.732,2531,144,966,47.64,Y,231,1263,34,1
46.33,0.563,7989,24,553,96.66,N,138,1461,21,1
10.0,0.657,4036,179,364,110.45,Y,317,2321,4,1
97.22,0.452,4794,134,947,183.42,Y,238,986,5,1
11.83,0.507,4403,121,999,50.39,Y,199,923,38,1
74.87,0.326,5822,37,130,159.87,N,342,1642,37,0
65.45,0.73,7659,153,642,73.9,Y,38,1931,30,1
67.73,0.31,5870,175,606,61.96,N,260,1078,3,1
240.06,0.745,2722,36,751,85.73,N,338,1902,29,1
123.38,0.759,2924,192,975,6.33,N,243,2321,26,2
134.72,0.723,4402,54,259,9.59,N,208,2220,37,1
13.42,0.214,4598,47,975,13.31,N,136,1712,19,0
80.76,0.391,2417,123,646,114.0,N,102,1446,18,1
132.92,0.528,6229,119,91,67.74,Y,201,2541,25,1
58.53,0.617,3371,274,515,47.76,N,328,1509,5,1
174.48,0.843,7240,24,142,80.02,N,171,2064,29,2
47.84,0.463,7731,108,956,162.44,Y,48,2675,19,1
102.82,0.813,4628,221,765,77.19,N,179,2001,7,1
84.84,0.314,5658,78,905,32.11,Y,40,902,32,0
129.86,0.46,3152,294,606,359.24,Y,341,757,10,1
81.57,0.237,5936,224,402,83.15,Y,197,1321,34,1
103.75,0.72,4253,284,434,192.12,Y,81,1926,10,1
105.83,0.305,3369,284,947,146.91,Y,229,1767,19,1
75.94,0.38,4566,37,160,58.68,Y,198,2824,17,1
149.11,0.743,4301,140,885,249.6,Y,188,1761,29,1
134.3,0.574,4512,224,427,51.14,Y,218,1304,7,1
114.68,0.21,6425,7,594,112.56,N,339,820,9,0
94.17,0.202,3822,138,670,101.92,Y,313,2208,7,1
167.79,0.557,7603,208,91,109.07,N,99,1496,9,1
105.85,0.413,3012,238,157,222.0,N,91,596,18,0
101.6,0.326,7423,127,169,84.82,Y,361,1513,23,1
126.28,0.63,3475,259,780,97.37,Y,237,903,34,1
221.8,0.36,4998,203,86,100.98,Y,11,1245,16,1
39.58,0.615,4265,18,614,315.79,Y,195,1504,16,1
166.19,0.465,4484,86,116,182.32,Y,47,957,6,0
10.0,0.331,6202,281,770,19.65,N,15,1207,3,0
133.04,0.297,7250,5,977,52.79,N,71,1054,30,1
214.5,0.366,6786,36,419,89.37,Y,96,1070,25,1
149.32,0.221,4393,106,220,218.92,N,33,895,21,0
130.24,0.416,5276,298,450,233.36,Y,305,1210,17,1
86.37,0.831,3827,212,693,81.05,N,162,963,20,1
121.86,0.782,3513,48,730,51.34,N,203,1852,33,1
104.88,0.46,3281,120,640,72.5,Y,316,1620,7,0
72.84,0.603,4344,282,586,91.83,N,306,2217,19,2
102.61,0.597,5374,69,634,68.64,N,300,2632,9,1
131.9,0.78,2132,174,225,195.42,Y,75,1906,4,0
73.97,0.365,4930,141,214,63.44,Y,273,1770,27,1
71.62,0.407,7274,229,931,40.41,N,363,1944,28,1
38.39,0.411,6683,226,583,71.28,Y,7,1780,34,1
143.44,0.229,4122,250,862,105.78,Y,317,1530,0,1
152.72,0.42,2905,40,629,197.89,N,316,1482,7,2
133.9,0.815,5690,138,460,37.65,Y,307,887,22,1
177.91,0.838,1524,209,574,106.27,Y,147,2003,32,2
125.27,0.277,6665,128,694,108.65,N,76,1481,37,1
143.52,0.521,4680,201,194,123.7,Y,268,2370,31,1
138.23,0.467,7747,192,467,63.4,Y,229,2049,36,2
114.51,0.543,2410,114,725,122.21,N,266,1124,32,1
88.15,0.588,6377,34,96,144.31,Y,97,2248,12,0
252.85,0.214,4849,291,82,62.85,N,68,200,23,1
92.88,0.79,4503,248,168,97.27,N,329,2658,25,1
80.05,0.882,2945,268,595,74.73,Y,190,697,14,1
146.04,0.657,5894,93,246,45.25,Y,311,1797,35,1
135.11,0.662,6014,98,441,26.26,N,338,1756,30,1
35.71,0.57,7678,100,142,51.12,N,170,2174,20,1
187.36,0.434,6512,14,257,54.22,Y,99,1303,19,1
114.35,0.304,4109,55,27,25.86,Y,327,213,31,0
53.34,0.609,3494,95,809,116.51,Y,262,1304,8,1
191.33,0.231,2947,296,471,151.52,N,244,1369,8,1
157.54,0.777,7210,65,184,73.18,N,349,270,16,1
44.13,0.495,3833,154,530,81.78,Y,93,1527,5,0
226.63,0.49,7220,166,933,57.22,N,134,854,18,1
159.53,0.429,5788,111,826,78.28,Y,19,1889,17,1
119.39,0.879,5495,276,885,122.85,Y,144,1352,20,1
215.41,0.322,4540,32,411,106.42,N,165,2677,18,1
129.56,0.306,5991,261,366,77.93,Y,167,1346,35,1
118.32,0.316,4977,224,323,54.2,N,59,1758,10,0
80.38,0.661,4446,95,312,142.83,Y,296,1372,16,1
154.91,0.894,6044,231,920,58.83,N,181,526,29,2
148.6,0.365,4784,131,146,27.89,N,163,1377,11,1
120.88,0.834,3802,291,852,93.03,Y,316,1952,26,1
72.6,0.395,5900,15,917,16.06,Y,180,1861,38,1
127.8,0.654,4904,13,845,103.29,N,326,1324,15,1
115.81,0.228,5733,165,631,108.87,Y,85,626,9,0
39.99,0.547,4319,279,857,50.67,N,311,1887,7,1
31.69,0.658,3186,23,41,56.82,N,360,1752,0,0
153.91,0.575,7603,234,819,157.14,Y,275,2006,11,2
10.0,0.366,7320,281,515,296.0,N,326,1336,33,1
132.32,0.78,6326,148,958,85.25,Y,271,489,10,1
91.32,0.879,4418,260,94,51.53,Y,221,1820,38,1
198.49,0.521,4550,228,930,109.57,Y,279,1495,38,1
90.39,0.645,7073,68,578,75.6,N,350,2335,27,2
159.57,0.753,4469,256,112,104.35,N,222,1517,39,1
96.19,0.369,4051,211,513,93.25,Y,252,1473,16,1
126.82,0.805,7808,8,46,94.98,Y,33,1750,38,1
164.21,0.396,4928,172,92,10.87,Y,350,1142,21,1
92.25,0.743,7653,198,536,56.68,N,284,1113,3,1
179.79,0.278,2902,241,817,52.37,Y,63,1441,33,1
60.38,0.402,5777,232,117,51.76,Y,109,948,38,0
137.68,0.574,8107,145,269,129.46,Y,86,1363,35,1
175.36,0.567,5045,93,397,30.35,Y,120,2664,16,1
159.6,0.795,4604,61,546,10.93,N,323,2126,4,1
234.99,0.897,3248,31,10,50.81,Y,172,1685,23,1
74.19,0.275,6624,193,642,42.5,Y,156,2431,34,0
37.25,0.39,3845,288,502,85.68,Y,285,1005,33,1
60.34,0.45,4858,28,962,42.23,Y,138,2994,24,1
159.63,0.535,3148,212,308,67.35,Y,323,1224,31,1
149.88,0.546,7335,177,498,60.0,Y,276,2702,1,1
126.14,0.799,6732,55,90,191.17,Y,97,2700,24,1
52.62,0.739,4953,67,918,43.18,Y,231,448,4,1
166.01,0.213,3269,88,835,124.09,Y,178,2380,29,1
46.52,0.519,7304,207,361,77.54,N,128,1330,1,0
189.54,0.633,4451,93,465,159.5,Y,331,1159,23,1
291.45,0.522,3342,249,858,230.76,Y,148,1815,37,1
141.99,0.291,2357,114,302,76.62,N,47,895,4,0
154.99,0.478,4031,37,243,16.6,Y,152,1801,17,1
90.43,0.488,2818,33,249,30.55,Y,191,936,1,0
11.39,0.331,4066,123,710,24.15,N,50,1606,28,1
83.84,0.729,6117,125,218,56.93,Y,272,2301,37,1
54.43,0.425,4437,221,97,49.91,N,87,1732,0,0
33.18,0.612,5534,146,173,96.62,Y,38,1284,21,1
223.34,0.561,3915,53,986,151.14,N,198,1825,31,1
136.37,0.814,5098,67,874,14.79,N,62,656,1,0
142.78,0.285,7881,172,954,82.05,Y,286,997,19,1
101.46,0.28,4477,103,284,44.22,Y,29,1242,5,0
109.63,0.41,5577,203,447,84.22,N,155,1972,36,1
177.87,0.502,2652,277,495,57.12,Y,23,1743,20,1
118.06,0.409,7280,109,528,134.0,Y,143,1821,20,2
151.84,0.734,4284,167,36,32.56,N,340,1484,39,1
108.24,0.372,6576,250,601,46.63,N,239,1027,31,1
99.47,0.259,4815,67,48,72.6,N,197,2393,12,1
35.59,0.49,5917,155,282,61.97,N,61,1081,25,0
10.0,0.741,6007,95,299,72.26,N,117,1751,11,0
104.31,0.795,4321,189,677,18.85,N,142,1433,20,1
123.39,0.713,6638,224,897,207.93,N,213,1838,32,2
42.83,0.591,3862,46,701,53.64,N,79,1137,37,0
117.93,0.707,6167,60,441,34.58,N,364,2132,38,1
123.23,0.677,4415,11,529,73.9,Y,239,2327,19,1
10.0,0.364,5524,8,517,82.58,N,117,2095,35,1
65.09,0.586,4307,19,156,269.47,Y,45,1595,35,0
144.44,0.739,5075,213,957,167.96,N,219,1239,21,1
143.22,0.422,3388,271,919,60.97,N,166,3193,1,1
50.78,0.658,5371,125,247,238.59,N,247,905,4,1
129.51,0.537,5066,265,123,208.25,Y,219,2029,26,1
181.34,0.552,4190,220,173,34.87,Y,235,1700,33,1
166.62,0.263,4917,243,632,310.75,Y,305,1462,36,1
114.28,0.666,5201,223,39,54.43,N,194,1611,9,1
91.92,0.806,4075,63,112,89.97,N,265,1194,35,1
82.24,0.299,4807,159,651,187.24,Y,134,1756,33,1
148.07,0.456,3492,160,154,14.88,Y,344,1690,19,1
131.71,0.234,8519,194,78,72.3,Y,151,3107,14,1
157.76,0.221,6589,239,30,100.46,Y,249,2142,18,2
127.91,0.893,5410,38,708,163.73,N,364,1810,27,1
169.13,0.545,6758,204,369,79.61,N,130,1845,32,1
125.68,0.449,2031,250,291,15.09,N,41,2604,6,0
167.08,0.392,1163,39,643,268.14,Y,88,918,13,1
172.25,0.886,4401,127,178,81.79,Y,92,1390,4,1
71.73,0.377,2932,269,526,103.32,N,25,356,37,1
11.51,0.708,4645,12,489,21.04,N,200,1835,16,1
212.61,0.399,5308,52,677,202.15,Y,104,2009,10,1
135.4,0.249,6381,242,627,55.07,N,39,903,8,0
17.13,0.678,3293,55,678,44.36,Y,54,2361,2,1
77.17,0.201,5599,212,221,172.59,Y,103,1069,18,0
166.31,0.673,5022,270,148,23.55,N,137,1295,30,1
103.22,0.375,5521,152,538,104.41,N,355,1572,12,1
89.28,0.722,4220,147,66,43.21,N,257,2457,16,1
204.05,0.739,7075,131,459,113.46,Y,262,985,25,2
57.16,0.707,4845,115,629,135.41,Y,254,1675,14,1
72.11,0.217,7661,117,822,53.49,N,294,1965,29,1
132.68,0.693,3814,168,656,194.26,N,119,1841,12,1
143.43,0.893,6114,269,994,81.9,Y,40,1863,17,1
149.78,0.37,4910,294,561,270.74,Y,188,1957,39,1
174.67,0.392,4508,260,451,174.06,Y,5,1167,33,1
131.91,0.769,5948,40,253,88.96,N,83,2513,22,1
149.36,0.312,4551,95,676,88.47,N,276,1433,15,1
104.45,0.662,1007,228,812,25.91,Y,186,1354,39,1
123.76,0.729,500,165,327,172.43,Y,253,2309,18,1
126.45,0.226,6909,103,84,49.32,Y,188,1122,13,1
132.91,0.588,6845,96,20,96.21,N,200,1692,23,1
166.35,0.603,7831,39,635,269.15,Y,113,1066,16,1
153.31,0.412,4974,103,666,191.82,Y,83,3012,35,1
122.65,0.813,3061,129,129,36.92,N,98,2885,8,1
71.45,0.314,4371,127,32,82.25,Y,292,1434,2,2
124.06,0.455,5017,166,657,103.5,N,357,1812,17,1
118.32,0.794,3489,85,403,207.86,N,34,1503,37,0
131.59,0.333,7473,65,423,187.49,Y,198,1291,2,1
252.39,0.775,8359,266,269,123.29,N,174,1572,32,2
88.57,0.255,5717,124,720,115.1,N,207,1476,0,1
145.34,0.542,4984,80,747,81.1,N,88,588,22,0
184.11,0.253,3058,192,61,101.31,N,7,1658,18,1
125.88,0.675,7320,164,98,67.21,Y,78,1475,6,1
260.27,0.753,5114,175,559,144.4,Y,70,1687,29,1
97.32,0.795,4566,70,607,119.44,Y,23,1453,7,0
139.45,0.887,5722,218,153,168.21,Y,133,1284,17,1
72.07,0.67,4121,61,166,165.0,Y,251,2025,22,1
98.91,0.738,5220,251,685,49.12,Y,352,1820,20,1
134.94,0.554,2836,130,460,7.97,N,241,2338,1,1
170.78,0.839,6631,125,128,45.99,Y,68,1797,17,1
139.15,0.651,4843,119,613,100.74,N,135,1381,26,1
195.55,0.818,6738,129,82,67.29,N,114,1870,21,1
114.3,0.365,4698,201,238,65.11,Y,81,312,29,0
100.07,0.548,4796,151,715,43.64,N,361,2762,31,1
282.24,0.711,3182,42,230,111.22,Y,241,1665,7,1
143.65,0.342,6140,172,72,15.58,N,178,2811,32,1
76.83,0.348,3686,83,960,122.6,N,162,978,35,1
78.34,0.885,4270,36,232,124.21,N,119,829,33,0
63.44,0.504,5002,252,519,165.68,N,155,1719,34,1
176.19,0.327,5182,97,826,486.47,N,233,1718,8,1
98.14,0.432,2441,180,990,6.75,N,339,1703,26,1
127.64,0.478,4654,55,811,120.3,N,183,1611,18,1
116.19,0.636,6193,105,346,137.5,Y,71,1123,39,0
163.89,0.846,4432,118,855,46.09,N,349,609,33,1
69.2,0.891,4663,44,22,71.07,N,118,1670,6,0
55.47,0.656,5244,292,332,55.7,Y,34,730,37,1
133.46,0.69,4811,96,207,125.83,N,200,674,27,1
156.06,0.425,3454,176,532,178.2,N,289,1272,21,1
139.95,0.8,4945,171,892,29.4,N,97,1758,17,1
71.43,0.352,6491,131,775,112.25,Y,105,2693,19,1
160.65,0.274,3423,177,998,203.63,N,109,2088,30,1
75.37,0.881,4438,171,145,49.02,N,295,2360,30,1
88.71,0.805,2928,28,754,39.32,Y,349,1892,22,1
63.36,0.413,6412,202,727,35.41,N,310,1720,39,1
198.07,0.673,4861,38,461,41.22,N,86,3003,9,1
158.01,0.527,3725,133,106,266.05,Y,310,706,17,1
156.3,0.426,5138,112,113,307.26,N,116,1252,23,0
194.83,0.401,3195,137,914,221.48,Y,317,1299,6,1
288.76,0.295,3450,26,302,66.17,N,361,2036,19,1
17.45,0.585,2810,211,640,227.22,N,263,913,33,1
75.7,0.513,3400,128,946,33.57,Y,348,1958,27,1
83.03,0.559,7036,22,498,146.85,Y,56,1848,28,1
68.95,0.351,3900,6,217,52.7,Y,240,1988,6,0
55.35,0.857,5699,164,489,29.62,Y,23,1977,5,1
102.02,0.647,3746,201,237,109.77,N,239,2423,17,1
47.0,0.83,6139,166,189,111.73,Y,127,1470,12,1
140.1,0.276,3461,217,812,119.74,Y,354,1818,0,1
123.1,0.636,5059,228,352,129.63,Y,183,1058,22,1
148.86,0.795,5079,262,687,105.81,N,279,921,30,1
150.46,0.432,8492,294,729,76.44,N,113,2559,29,2
156.18,0.337,5946,266,553,87.62,Y,31,1013,4,1
97.6,0.386,4111,239,545,148.28,Y,272,1885,31,1
247.27,0.391,6028,132,188,102.95,Y,84,1819,15,1
134.07,0.513,8207,153,534,57.62,Y,265,2205,6,1
10.0,0.428,2556,186,754,45.42,Y,172,505,18,1
59.86,0.39,3736,54,203,87.05,N,354,2035,8,0
15.57,0.654,4645,204,239,203.0,Y,131,1465,26,1
121.04,0.237,4374,178,693,131.04,Y,149,1140,29,1
112.69,0.438,4501,158,981,210.33,N,271,1350,29,1
91.89,0.683,3044,251,398,65.28,N,287,2122,4,1
240.66,0.323,7106,207,830,97.4,Y,50,1939,13,1
152.94,0.355,2866,280,190,108.36,Y,271,1423,19,1
163.57,0.34,4700,293,574,153.06,N,181,817,39,1
64.14,0.201,6569,248,944,65.36,Y,360,859,21,1
60.05,0.532,4955,92,447,130.8,N,232,1952,26,1
122.21,0.227,3531,60,511,195.28,N,283,733,13,1
130.38,0.391,2977,93,163,79.69,N,128,1429,11,0
10.0,0.896,4655,215,532,40.6,Y,107,3109,31,1
109.18,0.843,3864,259,589,199.76,Y,287,1776,33,1
120.84,0.351,5308,264,981,139.32,N,10,1945,2,0
107.09,0.417,2898,206,208,23.42,Y,213,863,21,1
71.2,0.525,6220,205,372,81.14,Y,353,764,31,1
87.63,0.791,5173,285,650,276.75,N,361,1977,6,1
109.39,0.762,5285,207,943,123.48,Y,262,1331,25,1
125.45,0.288,7162,46,245,86.93,N,184,2204,18,1
156.29,0.287,4343,152,697,36.18,N,297,1586,20,1
184.85,0.492,3911,110,880,36.09,N,10,3634,23,1
102.34,0.809,4178,192,636,146.57,Y,290,1217,34,1
92.63,0.817,4711,192,432,39.08,N,73,1733,3,1
146.26,0.275,4864,91,242,108.93,N,269,1024,8,0
156.65,0.602,3754,93,295,79.51,Y,130,2179,13,1
93.95,0.309,1965,31,61,104.25,N,275,1824,32,0
167.42,0.68,4159,91,160,74.37,Y,222,983,23,1
178.78,0.842,5540,249,443,119.47,Y,339,1370,7,1
197.5,0.518,5204,198,149,164.98,N,288,2383,0,1
226.7,0.258,6799,283,20,75.33,Y,334,2311,39,2
68.02,0.605,7933,278,695,155.22,Y,59,711,5,1
120.83,0.486,6139,257,80,216.5,N,141,1280,1,0
120.68,0.768,7074,58,149,108.28,Y,162,2653,16,1
114.12,0.438,6150,103,599,144.0,Y,16,1460,22,0
81.04,0.812,7565,21,922,29.7,Y,13,1670,10,2
30.87,0.392,7776,32,727,76.55,N,18,2176,6,1
125.56,0.31,6427,73,42,20.77,N,281,761,3,0
73.9,0.415,6060,87,176,56.59,Y,165,996,16,0
125.16,0.224,4692,9,742,77.31,N,275,1366,38,1
72.36,0.397,4938,253,735,292.51,Y,305,2283,5,1
54.02,0.662,4493,160,397,45.97,Y,18,2172,22,1
134.06,0.3,5932,198,950,83.94,Y,310,1992,7,1
129.06,0.278,3919,197,889,39.17,Y,86,1477,26,1
154.76,0.293,4713,290,745,72.38,Y,150,2238,2,1
251.15,0.254,1467,48,750,120.86,N,351,1468,8,1
136.64,0.812,7585,106,786,134.88,N,113,1907,0,1
149.1,0.861,4669,95,156,65.09,N,343,2107,25,1
55.35,0.233,5683,167,703,51.69,N,187,2578,28,1
42.79,0.732,7187,160,940,235.44,Y,9,1526,6,1
214.97,0.716,5450,238,232,61.32,Y,304,1342,18,1
64.59,0.898,7167,170,24,10.15,Y,20,2337,11,1
57.36,0.444,3137,74,367,195.99,Y,234,2383,1,0
117.65,0.4,8596,171,276,13.3,N,170,1234,1,1
114.59,0.517,6631,289,949,196.19,Y,55,897,37,1
65.85,0.8,5314,175,451,21.22,Y,190,2291,25,2
101.7,0.71,7138,179,664,25.77,Y,135,575,26,1
193.76,0.53,3247,56,982,32.71,N,40,544,11,1
71.64,0.371,4567,7,791,57.42,Y,204,1399,10,0
36.38,0.709,7166,66,751,197.48,N,20,1561,31,1
176.56,0.798,2199,12,969,33.66,Y,198,864,17,1
149.54,0.48,5841,138,691,120.61,Y,86,1633,4,0
82.77,0.668,5798,265,239,102.43,Y,304,1660,19,1
25.07,0.48,7954,136,729,89.83,N,347,1212,20,1
75.32,0.535,2626,195,328,173.27,N,340,2720,22,1
116.72,0.567,7414,257,337,95.48,Y,342,1758,21,1
189.94,0.743,4161,230,648,100.96,Y,41,2177,34,2
57.81,0.884,4329,196,322,143.11,Y,188,626,9,1
114.93,0.511,3167,236,34,59.03,Y,85,621,23,0
160.51,0.44,3368,87,999,84.57,Y,39,1776,35,1
10.0,0.462,5605,129,575,108.15,Y,146,2613,39,1
182.03,0.294,3332,122,673,161.97,N,159,894,38,2
49.05,0.408,6110,240,810,76.48,N,111,1586,29,1
139.92,0.261,4006,125,638,83.45,N,46,759,4,0
134.8,0.5,3180,281,614,118.62,N,151,1069,39,1
185.08,0.317,4208,60,793,77.61,N,60,1616,1,0
153.06,0.442,5505,55,302,46.95,N,19,1204,22,0
10.0,0.756,4584,216,830,142.93,Y,167,717,17,1
72.91,0.372,5051,230,726,95.87,Y,28,703,27,1
128.29,0.628,6044,205,190,62.75,Y,352,368,31,1
108.3,0.831,6624,95,154,32.65,N,306,1786,29,1
148.66,0.597,4535,7,880,13.64,Y,338,1859,9,0
167.36,0.336,3434,99,895,123.01,Y,41,1856,30,1
156.51,0.441,5114,142,993,46.01,Y,172,954,30,1
107.14,0.613,5706,126,109,19.88,N,301,2104,0,1
10.0,0.555,2809,277,896,41.36,N,212,1924,25,1
92.67,0.304,3664,259,864,107.78,N,115,1504,5,0
144.98,0.513,3921,233,769,45.62,N,304,1406,22,2
54.57,0.58,4688,11,502,109.37,N,116,1111,9,0
157.88,0.387,3858,42,513,54.2,Y,355,1615,14,1
174.5,0.629,6061,133,434,84.16,N,41,2470,10,1
127.61,0.249,2592,188,38,89.8,N,259,2183,34,1
10.0,0.436,2630,205,505,137.61,Y,9,1346,36,1
43.31,0.763,4499,92,244,140.65,N,334,1823,31,1
233.17,0.381,4737,37,208,86.28,N,132,839,28,0
87.21,0.624,2818,101,65,37.77,N,12,1938,14,0
10.0,0.487,4090,238,463,186.13,N,305,1001,5,1
194.11,0.422,4398,296,57,61.71,Y,353,1914,22,1
120.8,0.841,4410,282,851,5.9,Y,336,3281,17,2
186.3,0.44,5228,180,890,104.88,Y,179,1158,11,1
136.62,0.366,4008,31,802,107.99,N,27,3254,9,0
147.51,0.837,7217,290,307,63.73,N,86,1794,6,1
141.78,0.722,5732,50,171,21.35,N,16,1050,33,0
161.85,0.677,3789,84,509,16.9,N,20,1023,12,1
256.65,0.235,5142,292,676,67.61,N,62,2919,36,1
178.26,0.292,5186,153,30,34.48,Y,207,1796,26,1
25.18,0.647,6822,63,858,161.59,Y,280,1160,6,1
